MAP2K4	P45985
FANCC	Q00597
PCNA	P12004
CCDC12	Q8WUD4
BUD13	Q9BRD0
ERGIC2	Q96RQ1
YIPF4	Q9BSR8
HAUS2	Q9NVX0
TUBA1B	P68363
CHAMP1	Q96JM3
EIF4A3	P38919
SMTN	P53814
ESCO1	Q5FWF5
NSMCE1	Q8WV22
CCT2	P78371
ZMYM1	Q5SVZ6
ECT2	Q9H8V3
PLAA	Q9Y263
TYMP	P19971
TMEM63B	Q5T3F8
TMEM63B	Q5T3F8
ZFP1	Q6P2D0
SPICE1	Q8N0Z3
GPRC5A	Q8NFJ5
THAP11	Q96EK4
URB1	O60287
IKBIP	Q70UQ0
MASTL	Q96GX5
HSD17B7	P56937
PTTG1	O95997
ALPPL2	P10696
EDIL3	O43854
ABCG2	Q9UNQ0
ZNF566	Q969W8
NUP155	O75694
GATM	P50440
GATM	P50440
TGM1	P22735
ZNHIT6	Q9NWK9
MPO	P05164
MGST3	O14880
SCFD2	Q8WU76
KCTD2	Q14681
TEN1	Q86WV5
LCK	P06239
CNBP	P62633
ACAD8	Q9UKU7
KANK1	Q14678
BSDC1	Q9NW68
KPNB1	Q14974
ZNF552	Q9H707
TMED4	Q7Z7H5
CPM	P14384
STOX2	Q9P2F5
C1ORF68	Q5T750
LEMD3	Q9Y2U8
TUBG2	Q9NRH3
NAA50	Q9GZZ1
NAA16	Q6N069
TCN1	P20061
CCDC85C	A6NKD9
VPS13B	Q7Z7G8
PAGE1	O75459
C20ORF196	Q8IYI0
SNX24	Q9Y343
PPP1R18	Q6NYC8
POC5	Q8NA72
ANTXR1	Q9H6X2
ZNF8	P17098
CREB3L2	Q70SY1
WDR43	Q15061
ZNF460	Q14592
GNL1	P36915
LYPD3	O95274
KANK2	Q63ZY3
LTV1	Q96GA3
GNAT2	P19087
ZNF609	O15014
NSMCE4A	Q9NXX6
FBXO42	Q6P3S6
CHCHD2	Q9Y6H1
MCF2L2	Q86YR7
LANCL1	O43813
PGAP1	Q75T13
UQCRH	P07919
QRFPR	Q96P65
AMHR2	Q16671
ZNF787	Q6DD87
GORAB	Q5T7V8
ZFYVE28	Q9HCC9
KSR1	Q8IVT5
ATXN3L	Q9H3M9
TTC3	P53804
JAK3	P52333
PIN1	Q13526
FBXL14	Q8N1E6
SNAI1	O95863
IFIH1	Q9BYX4
LATS2	Q9NRM7
NDRG2	Q9UN36
EIF2B5	Q13144
SPAG1	Q07617
PRKACA	P17612
TRIM40	Q6P9F5
FBXO9	Q9UK97
OPALIN	Q96PE5
RPS4Y1	P22090
CDC37L1	Q7L3B6
DDAH1	O94760
SCAPER	Q9BY12
DOCK3	Q8IZD9
ARMC1	Q9NVT9
PPIL2	Q13356
LACTB	P83111
DOCK11	Q5JSL3
NOL7	Q9UMY1
PHACTR4	Q8IZ21
DMXL1	Q9Y485
AKT1	P31749
AGTRAP	Q6RW13
SRGAP1	Q7Z6B7
MVB12A	Q96EY5
MVB12B	Q9H7P6
HACE1	Q8IYU2
MC2R	Q01718
MRAP	Q8TCY5
HLA-DRB5	Q30154
KIF3C	O14782
MYT1L	Q9UL68
EXOC1	Q9NV70
CCDC136	Q96JN2
SFR1	Q86XK3
MEMO1	Q9Y316
FBXO41	Q8TF61
CCDC24	Q8N4L8
PDE4B	Q07343
SRGAP3	O43295
DPYSL3	Q14195
CEP57L1	Q8IYX8
TIAM2	Q8IVF5
AGTPBP1	Q9UPW5
ZNF365	Q70YC4
ZNF365	Q70YC5
GNPTAB	Q3T906
MPPED1	O15442
CCNI	Q14094
CCDC93	Q567U6
CCSER1	Q9C0I3
MRC2	Q9UBG0
ZNF17	P17021
ZNF211	Q13398
ZNF230	Q9UIE0
ZNF91	Q05481
MIS18A	Q9NYP9
MINOS1	Q5TGZ0
MTX2	O75431
IBA57	Q5T440
DNAJC11	Q9NVH1
COA7	Q96BR5
RDH13	Q8NBN7
CEP295	Q9C0D2
KIAA1551	Q9HCM1
COLEC12	Q5KU26
GLIS2	Q9BZE0
ZNHIT1	O43257
RPS15	P62841
KHDRBS1	Q07666
CKMT1A	P12532
FBXW7	Q969H0
ALDH5A1	P51649
GCHFR	P30047
HNRNPCL1	O60812
HIST1H2BG	P62807
PCCA	P05165
TMED9	Q9BVK6
GBP4	Q96PP9
TMUB1	Q9BVT8
RHOT1	Q8IXI2
BPGM	P07738
CLEC4G	Q6UXB4
AZU1	P20160
AEBP1	Q8IUX7
CPXM1	Q96SM3
PFKFB1	P16118
ADAMTS2	O95450
CXCL2	P19875
ABCB6	Q9NP58
ACOT13	Q9NPJ3
RGS13	O14921
YBEY	P58557
SERF1A	O75920
PLIN2	Q99541
TM7SF2	O76062
ATRN	O75882
C12ORF10	Q9HB07
SHISA5	Q8N114
ITIH4	Q14624
CUTA	O60888
POMP	Q9Y244
C21ORF58	P58505
CD164	Q04900
COX6A1	P12074
PRAP1	Q96NZ9
TCEAL8	Q8IYN2
SHBG	P04278
WDR1	O75083
ZNF234	Q14588
AKR1C1	Q04828
ITIH1	P19827
GNG2	P59768
RIC8B	Q9NVN3
AZI2	Q9H6S1
ZBP1	Q9H171
PALD1	Q9ULE6
PLXDC2	Q6UX71
IQSEC1	Q6DN90
ZC3H12C	Q9C0D7
IQCB1	Q15051
SESTD1	Q86VW0
GTPBP1	O00178
GTPBP2	Q9BX10
BNC2	Q6ZN30
SAMHD1	Q9Y3Z3
OAS3	Q9Y6K5
NLRX1	Q86UT6
CDIPT	O14735
ZNF346	Q9UL40
CCDC124	Q96CT7
GHITM	Q9H3K2
NFXL1	Q6ZNB6
ACAD11	Q709F0
ABCC1	P33527
TMEM259	Q4ZIN3
SLC39A14	Q15043
MBOAT7	Q96N66
SGPL1	O95470
STT3B	Q8TCJ2
YIPF5	Q969M3
DAAM1	Q9Y4D1
ATG9A	Q7Z3C6
UNC93B1	Q9H1C4
CLPTM1	O96005
GOLT1B	Q9Y3E0
LPGAT1	Q92604
PIGN	O95427
TM9SF2	Q99805
TM9SF3	Q9HD45
TMCO1	Q9UM00
DONSON	Q9NYP3
ZNF775	Q96BV0
ZFP28	Q8NHY6
C22ORF39	Q6P5X5
TCTEX1D2	Q8WW35
PLXNA3	P51805
ITFG1	Q8TB96
CMTM6	Q9NX76
ATP13A2	Q9NQ11
ALAS1	P13196
DBI	P07108
MAN1B1	Q9UKM7
CRIP2	P52943
LENG1	Q96BZ8
CADM4	Q8NFZ8
BBS10	Q8TAM1
ZNF227	Q86WZ6
ZNF282	Q9UDV7
KLHL5	Q96PQ7
AAMP	Q13685
ZNF579	Q8NAF0
KIFC2	Q96AC6
ZNF784	Q8NCA9
ASRGL1	Q7L266
SMS	P52788
NACAD	O15069
PHAX	Q9H814
FBN3	Q75N90
SLC44A1	Q8WWI5
SEMA5B	Q9P283
PYCR1	P32322
TMEM44	Q2T9K0
ENTPD6	O75354
ADIRF	Q15847
CSAD	Q9Y600
SYNE4	Q8N205
CAMSAP3	Q9P1Y5
GJB5	O95377
VPS51	Q9UID3
ACSBG1	Q96GR2
PFKFB4	Q16877
RPL36AL	Q969Q0
ZNF135	P52742
GPR39	O43194
NAT14	Q8WUY8
HAUS5	O94927
SLC25A33	Q9BSK2
ZBED8	Q8IZ13
ZNF235	Q14590
CRYM	Q14894
MIDN	Q504T8
RUNDC3B	Q96NL0
HSF2BP	O75031
NOMO2	Q5JPE7
PDE1B	Q01064
AFTPH	Q6ULP2
TBC1D14	Q9P2M4
CCDC85A	Q96PX6
EDRF1	Q3B7T1
ADAMTS10	Q9H324
NDUFA12	Q9UI09
TMEM98	Q9Y2Y6
DUSP8	Q13202
FAM20C	Q8IXL6
SMPD1	P17405
NMT2	O60551
CMTM3	Q96MX0
REEP5	Q00765
CRELD2	Q6UXH1
MIPEP	Q99797
ZNF133	P52736
EIF1	P41567
RDH11	Q8TC12
PPP1R21	Q6ZMI0
ZNF219	Q9P2Y4
TMEM108	Q6UXF1
TYMS	P04818
CSNK1G1	Q9HCP0
AGAP1	Q9UPQ3
CRABP1	P29762
BARX1	Q9HBU1
ZNF605	Q86T29
CCDC88C	Q9P219
LRP5L	A4QPB2
ABHD4	Q8TB40
ZNF71	Q9NQZ8
WFIKKN1	Q96NZ8
TCEAL7	Q9BRU2
PYROXD2	Q8N2H3
DALRD3	Q5D0E6
CCDC115	Q96NT0
MOXD1	Q6UVY6
C6ORF136	Q5SQH8
IER3IP1	Q9Y5U9
MPP2	Q14168
ZFYVE1	Q9HBF4
METTL23	Q86XA0
GLOD4	Q9HC38
WDR73	Q6P4I2
COL4A5	P29400
FAM118B	Q9BPY3
ENOPH1	Q9UHY7
KCNE3	Q9Y6H6
NOVA1	P51513
GPM6A	P51674
SDHC	Q99643
INPP1	P49441
HLA-DPB1	P04440
NDUFA2	O43678
ZNF266	Q14584
RTFDC1	Q9BY42
HMGXB3	Q12766
GPCPD1	Q9NPB8
ATG16L2	Q8NAA4
ZNF431	Q8TF32
SULT1A3	P0DMM9
TTC38	Q5R3I4
ATP6V1A	P38606
DUS2	Q9NX74
NKIRAS2	Q9NYR9
MTFR1	Q15390
JTB	O76095
AK4	P27144
C1ORF123	Q9NWV4
MOK	Q9UQ07
THAP4	Q8WY91
MZB1	Q8WU39
FBXL16	Q8N461
C21ORF59	P57076
MTG2	Q9H4K7
ZNF671	Q8TAW3
RAB31	Q13636
RRP7A	Q9Y3A4
CDH13	P55290
METTL2A	Q96IZ6
DNAJC28	Q9NX36
DSCR3	O14972
MGAT1	P26572
FAM49B	Q9NUQ9
MON1A	Q86VX9
CA1	P00915
PTPMT1	Q8WUK0
CERS1	P27544
PCDH8	O95206
IMPA2	O14732
ZC3H15	Q8WU90
ZNF667	Q5HYK9
QRSL1	Q9H0R6
KIAA1107	Q5XKL5
FOCAD	Q5VW36
TSPAN15	O95858
DUSP21	Q9H596
DEFB1	P60022
LCORL	Q8N3X6
CHDH	Q8NE62
SEZ6	Q53EL9
AIDA	Q96BJ3
NDUFB11	Q9NX14
COMMD8	Q9NX08
TMX2	Q9Y320
B3GALT4	O96024
ANKRD35	Q8N283
NXPH3	O95157
CDK2AP2	O75956
YIF1A	O95070
PSRC1	Q6PGN9
NPTN	Q9Y639
BRK1	Q8WUW1
EOMES	O95936
FRZB	Q92765
CCDC69	A6NI79
CCP110	O43303
KCNN3	Q9UGI6
ITSN1	Q15811
NRGN	Q92686
ADCY8	P40145
KLHL2	O95198
MDM2	Q00987
ASB4	Q9Y574
GRM5	P41594
ACE2	Q9BYF1
EIF2AK1	Q9BQI3
ODF2	Q5BJF6
LIMA1	Q9UHB6
DNLZ	Q5SXM8
RSAD2	Q8WXG1
PCYT1A	P49585
BATF3	Q9NR55
BATF3	Q9NR55
JDP2	Q8WYK2
ANXA6	P08133
AQP2	P41181
PRKCG	P05129
GABRR1	P24046
PRDM10	Q9NQV6
CAMK2N1	Q7Z7J9
MAPK3	P27361
ARRDC1	Q8N5I2
ARRDC2	Q8TBH0
SOCS2	O14508
SOCS3	O14543
SOCS4	Q8WXH5
SOCS5	O75159
SOCS7	O14512
CISH	Q9NSE2
RNF7	Q9UBF6
H3F3C	Q6NXT2
DUSP9	Q99956
RS1	O15537
UBE2I	P63279
UBE3D	Q7Z6J8
GRM2	Q14416
GRM6	O15303
GRM8	O00222
MAGEB1	P43366
KCNAB3	O43448
CACNB1	Q02641
BBX	Q8WY36
NEIL2	Q969S2
AURKC	Q9UQB9
NSRP1	Q9H0G5
SRMS	Q9H3Y6
SERPINF1	P36955
DYRK3	O43781
FOXJ2	Q9P0K8
SLC23A2	Q9UGH3
BEAN1	Q3B7T3
AQP9	O43315
TIMM10	P62072
DNAAF2	Q9NVR5
MAP2K4	P45985
CCDC8	Q9H0W5
RPL10L	Q96L21
SHPRH	Q149N8
GALR3	O60755
TRIAP1	O43715
MAGEA2B	P43356
MAGEC2	Q9UBF1
MAGEE1	Q9HCI5
MAGEF1	Q9HAY2
MAGEL2	Q9UJ55
ANKRD40	Q6AI12
CMC2	Q9NRP2
COLGALT1	Q8NBJ5
COL4A6	Q14031
FASTKD3	Q14CZ7
TUBA3D	Q13748
PML	P29590
MDM4	O15151
AMPD2	Q01433
TSTA3	Q13630
MOB3A	Q96BX8
EBAG9	O00559
HMCES	Q96FZ2
FGF21	Q9NSA1
SP140L	Q9H930
PARP16	Q8N5Y8
PRR16	Q569H4
PRRG1	O14668
FCHO2	Q0JRZ9
DYRK4	Q9NR20
NNAT	Q16517
BRD9	Q9H8M2
LDHC	P07864
CHD5	Q8TDI0
DPEP3	Q9H4B8
DPEP2	Q9H4A9
PHRF1	Q9P1Y6
RSRC2	Q7L4I2
CRNN	Q9UBG3
PPP1R15B	Q5SWA1
ZNF80	P51504
MSRB2	Q9Y3D2
CCDC170	Q8IYT3
THSD7A	Q9UPZ6
SMR3B	P02814
EVX1	P49640
TCEB1	Q15369
TRIM2	Q9C040
ZNF649	Q9BS31
ZNF829	Q3KNS6
ZNF689	Q96CS4
SULF1	Q8IWU6
RFT1	Q96AA3
SCD	O00767
ROBO3	Q96MS0
SPAG8	Q99932
STAC	Q99469
RASL10B	Q96S79
CYP26B1	Q9NR63
DECR2	Q9NUI1
NUDT16L1	Q9BRJ7
ZADH2	Q8N4Q0
DIRAS1	O95057
ACVR1B	P36896
SRSF8	Q9BRL6
SRPK3	Q9UPE1
TET1	Q8NFU7
UBN1	Q9NPG3
SETDB2	Q96T68
EXOC6	Q8TAG9
CNEP1R1	Q8N9A8
CRNKL1	Q9BZJ0
RIPK1	Q13546
EPHA4	P54764
RBM22	Q9NW64
SALL3	Q9BXA9
SOX5	P35711
NTRK2	Q16620
MEF2D	Q14814
MYOD1	P15172
MEF2C	Q06413
UBC	P0CG48
ZFP42	Q96MM3
TNNC2	P02585
PSMB4	P28070
PSMD14	O00487
PSMA2	P25787
ADRM1	Q16186
ABCA13	Q86UQ4
RCAN3	Q9UKA8
ITGB1	P05556
SNTA1	Q13424
DDN	O94850
ACTN1	P12814
ACTN2	P35609
ACTN3	Q08043
ACTN4	O43707
LAMA1	P25391
SETD6	Q8TBK2
MPDZ	O75970
DNHD1	Q96M86
KDM4B	O94953
HSD17B8	Q92506
SETD3	Q86TU7
AMPD3	Q01432
TCF15	Q12870
YEATS2	Q9ULM3
STX10	O60499
OR1E2	P47887
H2AFJ	Q9BTM1
RNASE3	P12724
CNDP2	Q96KP4
MAOA	P21397
PET100	P0DJ07
PET117	Q6UWS5
COX14	Q96I36
COA1	Q9GZY4
COA6	Q5JTJ3
USP7	Q93009
NEDD4L	Q96PU5
SCNN1A	P37088
ZFP57	Q9NU63
NCAPH2	Q6IBW4
LDB3	O75112
FGF1	P05230
FGF3	P11487
CDC25A	P30304
CSRNP1	Q96S65
TPRN	Q4KMQ1
PPP1R3E	Q9H7J1
PPP1R3G	B7ZBB8
CLCN2	P51788
CNP	P09543
FRMPD4	Q14CM0
GLIPR1L2	Q4G1C9
RPRD2	Q5VT52
LPIN2	Q92539
NDP	Q00604
SLC45A1	Q9Y2W3
ZBTB11	O95625
ZNF827	Q17R98
DLL1	O00548
VPS36	Q86VN1
HIST1H3D	P68431
KIF2A	O00139
RPL19	P84098
HIST1H2BF	P62807
HIST1H2BE	P62807
HIST1H2BI	P62807
PHF6	Q8IWS0
RCL1	Q9Y2P8
CENPQ	Q7L2Z9
CENPP	Q6IPU0
TMEM141	Q96I45
ATF7IP	Q6VMQ6
KIAA0319	Q5VV43
VPS13D	Q5THJ4
PLXNA2	O75051
CEMIP	Q8WUJ3
IFT80	Q9P2H3
SSPO	A2VEC9
ATXN7L1	Q9ULK2
MYO16	Q9Y6X6
TET2	Q6N021
PLXND1	Q9Y4D7
CENPA	P49450
LRP4	O75096
BAHCC1	Q9P281
DSCAML1	Q8TD84
PLCL2	Q9UPR0
BTBD3	Q9Y2F9
CARNS1	A5YM72
KIAA1549	Q9HCM3
CADPS	Q9ULU8
THSD7B	Q9C0I4
TANGO6	Q9C0B7
MEGF10	Q96KG7
RERE	Q9P2R6
MTA2	O94776
IMPACT	Q9P2X3
RPL39	P62891
DLD	P09622
MIB1	Q86YT6
ITPR3	Q14573
APOBEC3F	Q8IUX4
WISP2	O76076
MAD2L2	Q9UI95
REL	Q04864
SKP2	Q13309
RING1	Q06587
KBTBD13	C9JR72
HIST1H3G	P68431
ATL1	Q8WXF7
ZBTB37	Q5TC79
C2ORF73	Q8N5S3
BRDT	Q58F21
BOD1L1	Q8NFC6
DNAJC21	Q5F1R6
DCUN1D4	Q92564
SH3BGR	P55822
CHKA	P35790
CTU1	Q7Z7A3
CTU2	Q2VPK5
MBNL1	Q9NR56
KDM4A	O75164
KDM4B	O94953
UVSSA	Q8N1N5
UVSSA	Q2YD98
CDK2	P24941
TRIM16	O95361
RAB34	P0DI83
RAB34	Q9BZG1
AMH	P03971
FBXL7	Q9UJT9
KDM5D	Q9BY66
FBXL2	Q9UKC9
DTX4	Q9Y2E6
ZBTB46	Q86UZ6
DESI1	Q6ICB0
HINT1	P49773
H2AFB1	P0C5Y9
ZNF280D	Q6N043
MR1	Q95460
SPINT3	P49223
KIF16B	Q96L93
PICALM	Q13492
AGFG2	O95081
AGFG1	P52594
AMOTL1	Q8IY63
HMG20A	Q9NP66
KRT1	P04264
KRT71	Q3SY84
KRT79	Q5XKE5
PPL	O60437
SWAP70	Q9UH65
SYNC	Q9H7C4
PLVAP	Q9BX97
SPRY2	O43597
TIAM1	Q13009
GOLGA8A	A7E2F4
AHDC1	Q5TGY3
GPNMB	Q14956
ITPKA	P23677
LARP6	Q9BRS8
FUT1	P19526
MAPK4	P31152
MAP9	Q49MG5
UHMK1	Q8TAS1
CASD1	Q96PB1
ZNF554	Q86TJ5
RNF149	Q8NC42
HERPUD2	Q9BSE4
ADAT1	Q9BUB4
MARVELD2	Q8N4S9
CISD2	Q8N5K1
IGIP	A6NJ69
KLHL3	Q9UH77
WDR45B	Q5MNZ6
FAM105A	Q9NUU6
GCLC	P48506
TMEM2	Q9UHN6
TMEM263	Q8WUH6
PHACTR2	O75167
EPHB4	P54760
SNX19	Q92543
NADK2	Q4G0N4
TSPAN31	Q12999
SESN3	P58005
OSBPL2	Q9H1P3
USB1	Q9BQ65
PPTC7	Q8NI37
IRX1	P78414
VSIG10	Q8N0Z9
CDV3	Q9UKY7
KCTD9	Q7L273
FNDC3A	Q9Y2H6
HSD17B11	Q8NBQ5
DHRS3	O75911
PITPNB	P48739
CMPK1	P30085
RABL2A	Q9UBK7
RABL2A	Q9UNT1
DUSP28	Q4G0W2
FAM46A	Q96IP4
TMEM9B	Q9NQ34
NDUFC2	O95298
GLIPR2	Q9H4G4
TMEM38B	Q9NVV0
DUSP15	Q9H1R2
TMEM52B	Q4KMG9
OXSR1	O95747
TMEM68	Q96MH6
EFHD2	Q96C19
SLC39A10	Q9ULF5
TMTC4	Q5T4D3
UST	Q9Y2C2
FAM219B	Q5XKK7
PHTF2	Q8N3S3
TANGO2	Q6ICL3
SPOCK1	Q08629
DPP8	Q6V1X1
TTPAL	Q9BTX7
SRD5A1	P18405
GAL	P22466
TP53TG3	Q9ULZ0
GPR180	Q86V85
MTRR	Q9UBK8
LRTOMT	Q96E66
LRTOMT	Q8WZ04
NIPAL3	Q6P499
LPCAT4	Q643R3
GRPEL2	Q8TAA5
XKR6	Q5GH73
C2ORF68	Q2NKX9
DTD2	Q96FN9
SCML1	Q9UN30
ZNF528	Q3MIS6
SLC25A37	Q9NYZ2
SLC25A15	Q9Y619
GLYR1	Q49A26
ZC2HC1A	Q96GY0
CAMKMT	Q7Z624
SLC19A2	O60779
TBCCD1	Q9NVR7
SLC35F2	Q8IXU6
SLC16A6	O15403
CTBS	Q01459
TMED7	Q9Y3B3
TC2N	Q8N9U0
CAMSAP2	Q08AD1
PSMG3	Q9BT73
SLC25A43	Q8WUT9
TYW1	Q9NV66
TSPAN14	Q8NG11
RAB21	Q9UL25
ISOC1	Q96CN7
SPAST	Q9UBP0
CBR4	Q8N4T8
FARP1	Q9Y4F1
SMIM12	Q96EX1
MSANTD3	Q96H12
COL15A1	P39059
ADRA1D	P25100
SLC2A3	P11169
RDH10	Q8IZV5
STARD3NL	O95772
C9ORF64	Q5T6V5
BLCAP	P62952
ATP2C1	P98194
CYP51A1	Q16850
SAYSD1	Q9NPB0
AAED1	Q7RTV5
MT1X	P80297
MPV17L	Q2QL34
ADAMTS4	O75173
DENND1C	Q8IV53
C16ORF87	Q6PH81
GDPGP1	Q6ZNW5
TSPAN13	O95857
ANKRD10	Q9NXR5
CRYL1	Q9Y2S2
AMMECR1	Q9Y4X0
DESI2	Q9BSY9
RAP2C	Q9Y3L5
FOPNL	Q96NB1
SCAMP4	Q969E2
LIPA	P38571
OLR1	P78380
MTFMT	Q96DP5
ANXA2R	Q3ZCQ2
ARID5B	Q14865
SAR1A	Q9NR31
GFOD1	Q9NXC2
RHOF	Q9HBH0
NCCRP1	Q6ZVX7
RNASEH1	O60930
RASL11A	Q6T310
CHSY1	Q86X52
HCCS	P53701
DNAJC15	Q9Y5T4
BCDIN3D	Q7Z5W3
ZBED3	Q96IU2
MAK16	Q9BXY0
ERMP1	Q7Z2K6
ZNF532	Q9HCE3
SLC35G1	Q2M3R5
FNDC3B	Q53EP0
MMGT1	Q8N4V1
VEZF1	Q14119
TUSC1	Q2TAM9
LRRC8A	Q8IWT6
CCNY	Q8ND76
SLC30A9	Q6PML9
MYBPH	Q13203
FAM199X	Q6PEV8
SLC50A1	Q9BRV3
ZNF280B	Q86YH2
PPIC	P45877
PIGM	Q9H3S5
ALKBH5	Q6P6C2
FAM72D	Q6L9T8
TMEM159	Q96B96
GLCE	O94923
FAM114A2	Q9NRY5
TBC1D20	Q96BZ9
TBC1D22B	Q9NU19
TMEM14A	Q9Y6G1
CD70	P32970
RRNAD1	Q96FB5
CPNE8	Q86YQ8
C2CD2	Q9Y426
REEP1	Q9H902
C12ORF49	Q9H741
GPD1L	Q8N335
TMEM65	Q6PI78
RAB2B	Q8WUD1
CA5B	Q9Y2D0
LGALSL	Q3ZCW2
NT5DC3	Q86UY8
ANGEL2	Q5VTE6
C4ORF46	Q504U0
RSBN1	Q5VWQ0
PRR3	P79522
CENPL	Q8N0S6
ZNF696	Q9H7X3
LARP4	Q71RC2
OSGIN2	Q9Y236
SLC22A5	O76082
PROSER3	Q2NL68
VMA21	Q3ZAQ7
CREBL2	O60519
CCDC117	Q8IWD4
OR14I1	A6ND48
PAPD4	Q6PIY7
SNX10	Q9Y5X0
ARHGAP19	Q14CB8
OSR2	Q8N2R0
CAMK2N1	Q7Z7J9
C3ORF33	Q6P1S2
GUCD1	Q96NT3
SLC39A11	Q8N1S5
GOLPH3	Q9H4A6
C6ORF106	Q9H6K1
FAM120AOS	Q5T036
SLC7A1	P30825
INPP4B	O15327
CRLF3	Q8IUI8
C11ORF57	Q6ZUT1
TMEM56	Q96MV1
C3ORF52	Q5BVD1
ZNF573	Q86YE8
C5ORF15	Q8NC54
ATP6V0A2	Q9Y487
HECTD2	Q5U5R9
C12ORF75	Q8TAD7
AHI1	Q8N157
IQSEC2	Q5JU85
ZNF562	Q6V9R5
TULP4	Q9NRJ4
FOXC1	Q12948
ZFAND1	Q8TCF1
PNPO	Q9NVS9
MUM1	Q2TAK8
CHPT1	Q8WUD6
TMEM101	Q96IK0
AP1AR	Q63HQ0
SYT15	Q9BQS2
PUM1	Q14671
MLEC	Q14165
GPR3	P46089
AGMAT	Q9BSE5
ZNF529	Q6P280
PDXK	O00764
ZNF800	Q2TB10
GALNT1	Q10472
CIPC	Q9C0C6
MICB	Q29980
RNF141	Q8WVD5
UBL3	O95164
SLC48A1	Q6P1K1
RNF212	Q495C1
FAM208A	Q9UK61
ALDH1A3	P47895
TMEM127	O75204
AUNIP	Q9H7T9
THOC6	Q86W42
HEATR5B	Q9P2D3
KRCC1	Q9NPI7
FAM102B	Q5T8I3
TMEM209	Q96SK2
ZNF561	Q8N587
DEPDC1	Q5TB30
ZNF543	Q08ER8
KIF21A	Q7Z4S6
ZNF664	Q8N3J9
SLC25A44	Q96H78
HEATR3	Q7Z4Q2
SPIN3	Q5JUX0
WDFY1	Q8IWB7
LCLAT1	Q6UWP7
CDR2L	Q86X02
TRAM2	Q15035
CDKAL1	Q5VV42
C1ORF198	Q9H425
SMIM7	Q9BQ49
CASC10	Q5T4H9
LDLRAD3	Q86YD5
ARSB	P15848
LZTFL1	Q9NQ48
LEPROT	O15243
TMEM167B	Q9NRX6
CCDC58	Q4VC31
CEP57	Q86XR8
FKBP9	O95302
SEPT11	Q9NVA2
MEX3D	Q86XN8
MTAP	Q13126
MSMO1	Q15800
NFIA	Q12857
TMEM97	Q5BJF2
DOLPP1	Q86YN1
PDZD8	Q8NEN9
PLD6	Q8N2A8
PTBP3	O95758
ARHGEF35	A5YM69
R3HDM2	Q9Y2K5
TMEM30A	Q9NV96
SLC41A1	Q8IVJ1
MOSPD2	Q8NHP6
C5ORF30	Q96GV9
CASC3	O15234
CTIF	O43310
KIAA0895	Q8NCT3
CPOX	P36551
SLC9A6	Q92581
ZCCHC3	Q9NUD5
S100PBP	Q96BU1
TRMT13	Q9NUP7
SETD9	Q8NE22
PUS7	Q96PZ0
PDSS2	Q86YH6
C1QL1	O75973
NRIP3	Q9NQ35
BASP1	P80723
FAM117B	Q6P1L5
TMEM207	Q6UWW9
GBE1	Q04446
DMKN	Q6E0U4
ZNF77	Q15935
TIMM22	Q9Y584
SEC14L4	Q9UDX3
TCTN2	Q96GX1
PCSK7	Q16549
FAM192A	Q9GZU8
RBM47	A0AV96
TMEM134	Q9H6X4
OR6T1	Q8NGN1
TTC5	Q8N0Z6
GOLPH3L	Q9H4A5
SUSD6	Q92537
GNE	Q9Y223
CXCL16	Q9H2A7
FAM217B	Q9NTX9
COQ10B	Q9H8M1
ADAM23	O75077
LDHAL6A	Q6ZMR3
NSUN6	Q8TEA1
HECA	Q9UBI9
TSPAN9	O75954
DRAM2	Q6UX65
SPPL3	Q8TCT6
PRRC2C	Q9Y520
GLTP	Q9NZD2
LIMCH1	Q9UPQ0
BTF3L4	Q96K17
TBCB	Q99426
SFXN3	Q9BWM7
ACACB	O00763
DPY19L4	Q7Z388
TM9SF4	Q92544
ELOVL5	Q9NYP7
NETO2	Q8NC67
PAQR7	Q86WK9
ACER3	Q9NUN7
CCNJ	Q5T5M9
LRRC37B	Q96QE4
PANK1	Q8TE04
SPIN4	Q56A73
EFR3A	Q14156
SLC10A3	P09131
MMD	Q15546
PTDSS1	P48651
C16ORF72	Q14CZ0
MEX3C	Q5U5Q3
ZDHHC14	Q8IZN3
CCDC28A	Q8IWP9
PANK3	Q9H999
KIAA2013	Q8IYS2
ABCB10	Q9NRK6
GOLIM4	O00461
ZXDB	P98169
ADIPOR1	Q96A54
RHNO1	Q9BSD3
NPTX1	Q15818
CCDC25	Q86WR0
SKIDA1	Q1XH10
AGPAT1	Q99943
FAM104B	Q5XKR9
AFMID	Q63HM1
CPD	O75976
EFCAB14	O75071
GAS2L3	Q86XJ1
MTURN	Q8N3F0
KDSR	Q06136
ORAOV1	Q8WV07
PM20D2	Q8IYS1
B4GALT5	O43286
SZRD1	Q7Z422
MBNL2	Q5VZF2
SLC25A23	Q9BV35
AKIRIN1	Q9H9L7
CTDSPL2	Q05D32
SMIM14	Q96QK8
ZNF623	O75123
SLC18B1	Q6NT16
TRIM45	Q9H8W5
MXRA7	P84157
ZSWIM1	Q9BR11
ICE2	Q659A1
GK5	Q6ZS86
XXYLT1	Q8NBI6
DCUN1D3	Q8IWE4
C6ORF62	Q9GZU0
AK3	Q9UIJ7
SNX16	P57768
NAPB	Q9H115
SLC20A1	Q8WUM9
DZANK1	Q9NVP4
C9ORF72	Q96LT7
SLC38A6	Q8IZM9
ZBTB41	Q5SVQ8
CGGBP1	Q9UFW8
